"activate.v.bnc","00008457",0.000
"activate.v.bnc","00061340",1.000
"activate.v.bnc","00061975",1.000
"activate.v.bnc","00062654",1.000
"activate.v.bnc","00066993",0.000
"activate.v.bnc","00067831",1.000
"activate.v.bnc","00077466",1.000
"activate.v.bnc","00116491",1.000
"activate.v.bnc","00118803",1.000
"activate.v.bnc","00134704",0.000
"activate.v.bnc","00146646",0.000
"activate.v.bnc","00195922",1.000
"activate.v.bnc","00211208",1.000
"activate.v.bnc","00358742",0.000
"activate.v.bnc","00379850",1.000
"activate.v.bnc","00407408",0.000
"activate.v.bnc","00432864",1.000
"activate.v.bnc","00478509",0.000
"activate.v.bnc","00483107",0.000
"activate.v.bnc","00485301",1.000
"activate.v.bnc","00497405",0.000
"activate.v.bnc","00504851",0.000
"activate.v.bnc","00511085",1.000
"activate.v.bnc","00602702",1.000
"activate.v.bnc","00617659",1.000
"activate.v.bnc","00617923",1.000
"activate.v.bnc","00618368",0.000
"activate.v.bnc","00618486",1.000
"activate.v.bnc","00619002",1.000
"activate.v.bnc","00619115",0.000
"activate.v.bnc","00651065",1.000
"activate.v.bnc","00660098",0.000
"activate.v.bnc","00660107",0.000
"activate.v.bnc","00662228",0.000
"activate.v.bnc","00709500",1.000
"activate.v.bnc","00709669",1.000
"activate.v.bnc","00765981",1.000
"activate.v.bnc","00795193",0.000
"activate.v.bnc","00852485",1.000
"activate.v.bnc","00879197",0.000
"activate.v.bnc","00928589",1.000
"activate.v.bnc","00931288",0.000
"activate.v.bnc","00931305",0.000
"activate.v.bnc","00935132",1.000
"activate.v.bnc","00941745",0.000
"activate.v.bnc","00941762",1.000
"activate.v.bnc","00972304",1.000
"activate.v.bnc","01000478",0.000
"activate.v.bnc","01000907",1.000
"activate.v.bnc","01000930",1.000
"activate.v.bnc","01000948",1.000
"activate.v.bnc","01008776",1.000
"activate.v.bnc","01099968",1.000
"activate.v.bnc","01151611",0.000
"activate.v.bnc","01161413",1.000
"activate.v.bnc","01199730",1.000
"activate.v.bnc","01210430",0.000
"activate.v.bnc","01293592",1.000
"activate.v.bnc","01307934",1.000
"activate.v.bnc","01316226",0.000
"activate.v.bnc","01370627",1.000
"activate.v.bnc","01370988",1.000
"activate.v.bnc","01372119",0.000
"activate.v.bnc","01433009",1.000
"activate.v.bnc","01433033",0.000
"activate.v.bnc","01515309",0.000
"activate.v.bnc","01558945",0.000
"activate.v.bnc","01603660",0.000
"activate.v.bnc","01645515",0.000
"activate.v.bnc","01658971",1.000
"activate.v.bnc","01703041",1.000
"activate.v.bnc","01731521",1.000
"activate.v.bnc","01772576",1.000
"activate.v.bnc","01819420",1.000
"activate.v.bnc","01819430",1.000
"activate.v.bnc","01819948",1.000
"activate.v.bnc","01819958",1.000
"activate.v.bnc","01843614",0.000
"activate.v.bnc","01849841",1.000
"activate.v.bnc","01859841",1.000
"activate.v.bnc","01866523",1.000
"activate.v.bnc","01870622",0.000
"activate.v.bnc","01900108",1.000
"activate.v.bnc","01918802",1.000
"activate.v.bnc","01918884",1.000
"activate.v.bnc","01918900",1.000
"activate.v.bnc","01919636",0.000
"activate.v.bnc","01919640",1.000
"activate.v.bnc","01919650",1.000
"activate.v.bnc","01919878",1.000
"activate.v.bnc","01920013",1.000
"activate.v.bnc","01926467",1.000
"activate.v.bnc","01939783",0.000
"activate.v.bnc","01940888",0.000
"activate.v.bnc","01940889",0.000
"activate.v.bnc","01941340",1.000
"activate.v.bnc","01941663",1.000
"activate.v.bnc","02009262",0.000
"activate.v.bnc","02009283",0.000
"activate.v.bnc","02009815",0.000
"activate.v.bnc","02011547",0.000
"activate.v.bnc","02012232",0.000
"activate.v.bnc","02014050",1.000
"activate.v.bnc","02014051",0.000
"activate.v.bnc","02014927",0.000
"activate.v.bnc","02015267",1.000
"activate.v.bnc","02015287",1.000
"activate.v.bnc","02015288",1.000
"activate.v.bnc","02015371",0.000
"activate.v.bnc","02015429",1.000
"activate.v.bnc","02015535",1.000
"activate.v.bnc","02015557",0.000
"activate.v.bnc","02015903",1.000
"activate.v.bnc","02016514",0.000
"add.v.bnc","00001824",0.000
"add.v.bnc","00002611",1.000
"add.v.bnc","00002917",0.000
"add.v.bnc","00004262",1.000
"add.v.bnc","00004735",1.000
"add.v.bnc","00005179",1.000
"add.v.bnc","00006983",0.000
"add.v.bnc","00008300",1.000
"add.v.bnc","00008597",1.000
"add.v.bnc","00009012",0.000
"add.v.bnc","00009472",0.000
"add.v.bnc","00011574",1.000
"add.v.bnc","00011744",1.000
"add.v.bnc","00012663",1.000
"add.v.bnc","00012804",0.000
"add.v.bnc","00012806",1.000
"add.v.bnc","00013747",1.000
"add.v.bnc","00014436",1.000
"add.v.bnc","00014804",1.000
"add.v.bnc","00016296",0.000
"add.v.bnc","00019370",0.000
"add.v.bnc","00020905",1.000
"add.v.bnc","00021509",1.000
"add.v.bnc","00022949",1.000
"add.v.bnc","00023059",1.000
"add.v.bnc","00023202",0.000
"add.v.bnc","00023698",0.000
"add.v.bnc","00024241",1.000
"add.v.bnc","00024249",0.000
"add.v.bnc","00024251",1.000
"add.v.bnc","00024669",1.000
"add.v.bnc","00024931",1.000
"add.v.bnc","00029329",1.000
"add.v.bnc","00034554",1.000
"add.v.bnc","00035221",1.000
"add.v.bnc","00035315",0.000
"add.v.bnc","00036468",1.000
"add.v.bnc","00037216",1.000
"add.v.bnc","00038660",1.000
"add.v.bnc","00038697",1.000
"add.v.bnc","00038717",1.000
"add.v.bnc","00039052",0.000
"add.v.bnc","00039083",1.000
"add.v.bnc","00039094",0.000
"add.v.bnc","00039853",1.000
"add.v.bnc","00040078",1.000
"add.v.bnc","00040130",1.000
"add.v.bnc","00041478",1.000
"add.v.bnc","00042460",1.000
"add.v.bnc","00046919",1.000
"add.v.bnc","00048513",1.000
"add.v.bnc","00048568",1.000
"add.v.bnc","00049054",1.000
"add.v.bnc","00050313",1.000
"add.v.bnc","00050524",0.000
"add.v.bnc","00052523",1.000
"add.v.bnc","00054641",1.000
"add.v.bnc","00056244",1.000
"add.v.bnc","00056593",0.000
"add.v.bnc","00056919",0.000
"add.v.bnc","00057114",1.000
"add.v.bnc","00057655",0.000
"add.v.bnc","00057745",1.000
"add.v.bnc","00057772",1.000
"add.v.bnc","00057776",0.000
"add.v.bnc","00057780",1.000
"add.v.bnc","00057781",0.000
"add.v.bnc","00057828",1.000
"add.v.bnc","00057856",1.000
"add.v.bnc","00058022",1.000
"add.v.bnc","00058543",0.000
"add.v.bnc","00058549",1.000
"add.v.bnc","00058584",0.000
"add.v.bnc","00058671",1.000
"add.v.bnc","00058919",1.000
"add.v.bnc","00061246",1.000
"add.v.bnc","00061424",1.000
"add.v.bnc","00061492",0.000
"add.v.bnc","00061633",0.000
"add.v.bnc","00063540",1.000
"add.v.bnc","00063657",0.000
"add.v.bnc","00063660",1.000
"add.v.bnc","00064491",1.000
"add.v.bnc","00064913",1.000
"add.v.bnc","00065366",0.000
"add.v.bnc","00065617",1.000
"add.v.bnc","00065910",0.000
"add.v.bnc","00065937",0.000
"add.v.bnc","00067130",1.000
"add.v.bnc","00067685",1.000
"add.v.bnc","00069233",0.000
"add.v.bnc","00069545",1.000
"add.v.bnc","00071365",0.000
"add.v.bnc","00072611",1.000
"add.v.bnc","00073154",1.000
"add.v.bnc","00073639",1.000
"add.v.bnc","00073734",1.000
"add.v.bnc","00074058",1.000
"add.v.bnc","00074227",1.000
"add.v.bnc","00074996",1.000
"add.v.bnc","00075268",0.000
"add.v.bnc","00076802",1.000
"add.v.bnc","00076838",1.000
"add.v.bnc","00077526",1.000
"add.v.bnc","00077725",1.000
"add.v.bnc","00077967",1.000
"add.v.bnc","00078260",1.000
"add.v.bnc","00078357",1.000
