classifier,bootstrap,colocation,cooccurrence,base_word,run_id
#!/bin/bash
pn,1,0,0,0,1000
pn,1,0,0,0-a,1001
pn,1,0,0,1,1002
pn,1,0,0,1,,1003
pn,1,0,1,0,0,1004
pn,1,0,1,0-a,1005
pn,1,0,1,1,1006
pn,1,0,1,1,,1007
pn,1,1,0,0,1008
pn,1,1,0,0-a,1009
pn,1,1,0,1,1010
pn,1,1,0,1,,1011
pn,1,1,1,0,0,1012
pn,1,1,1,0-a,1013
pn,1,1,1,1,1014
pn,1,1,1,1,,1015
pn,1,2,0,0,1016
pn,1,2,0,0-a,1017
pn,1,2,0,1,1018
pn,1,2,0,1,,1019
pn,1,2,1,0,0,1020
pn,1,2,1,0-a,1021
pn,1,2,1,1,1022
pn,1,2,1,1,,1023
pn,1,3,0,0,1024
pn,1,3,0,0-a,1025
pn,1,3,0,1,1026
pn,1,3,0,1,,1027
pn,1,3,1,0,0,1028
pn,1,3,1,0-a,1029
pn,1,3,1,1,1030
pn,1,3,1,1,,1031
pn,2,0,0,0,1032
pn,2,0,0,0-a,1033
pn,2,0,0,1,1034
pn,2,0,0,1,,1035
pn,2,0,1,0,0,1036
pn,2,0,1,0-a,1037
pn,2,0,1,1,1038
pn,2,0,1,1,,1039
pn,2,1,0,0,1040
pn,2,1,0,0-a,1041
pn,2,1,0,1,1042
pn,2,1,0,1,,1043
pn,2,1,1,0,0,1044
pn,2,1,1,0-a,1045
pn,2,1,1,1,1046
pn,2,1,1,1,,1047
pn,2,2,0,0,1048
pn,2,2,0,0-a,1049
pn,2,2,0,1,1050
pn,2,2,0,1,,1051
pn,2,2,1,0,0,1052
pn,2,2,1,0-a,1053
pn,2,2,1,1,1054
pn,2,2,1,1,,1055
pn,2,3,0,0,1056
pn,2,3,0,0-a,1057
pn,2,3,0,1,1058
pn,2,3,0,1,,1059
pn,2,3,1,0,0,1060
pn,2,3,1,0-a,1061
pn,2,3,1,1,1062
pn,2,3,1,1,,1063
pn,4,0,0,0,1064
pn,4,0,0,0-a,1065
pn,4,0,0,1,1066
pn,4,0,0,1,,1067
pn,4,0,1,0,0,1068
pn,4,0,1,0-a,1069
pn,4,0,1,1,1070
pn,4,0,1,1,,1071
pn,4,1,0,0,1072
pn,4,1,0,0-a,1073
pn,4,1,0,1,1074
pn,4,1,0,1,,1075
pn,4,1,1,0,0,1076
pn,4,1,1,0-a,1077
pn,4,1,1,1,1078
pn,4,1,1,1,,1079
pn,4,2,0,0,1080
pn,4,2,0,0-a,1081
pn,4,2,0,1,1082
pn,4,2,0,1,,1083
pn,4,2,1,0,0,1084
pn,4,2,1,0-a,1085
pn,4,2,1,1,1086
pn,4,2,1,1,,1087
pn,4,3,0,0,1088
pn,4,3,0,0-a,1089
pn,4,3,0,1,1090
pn,4,3,0,1,,1091
pn,4,3,1,0,0,1092
pn,4,3,1,0-a,1093
pn,4,3,1,1,1094
pn,4,3,1,1,,1095
#!/bin/bash
pn,0,0,0,2000
pn,0,0,0-a,2001
pn,0,0,1,2002
pn,0,0,1,,2003
pn,0,1,0,0,2004
pn,0,1,0-a,2005
pn,0,1,1,2006
pn,0,1,1,,2007
pn,1,0,0,2008
pn,1,0,0-a,2009
pn,1,0,1,2010
pn,1,0,1,,2011
pn,1,1,0,0,2012
pn,1,1,0-a,2013
pn,1,1,1,2014
pn,1,1,1,,2015
pn,2,0,0,2016
pn,2,0,0-a,2017
pn,2,0,1,2018
pn,2,0,1,,2019
pn,2,1,0,0,2020
pn,2,1,0-a,2021
pn,2,1,1,2022
pn,2,1,1,,2023
pn,3,0,0,2024
pn,3,0,0-a,2025
pn,3,0,1,2026
pn,3,0,1,,2027
pn,3,1,0,0,2028
pn,3,1,0-a,2029
pn,3,1,1,2030
pn,3,1,1,,2031
pn,2,0,0,0,2032
pn,2,0,0,0-a,2033
pn,2,0,0,1,2034
pn,2,0,0,1,,2035
pn,2,0,1,0,0,2036
pn,2,0,1,0-a,2037
pn,2,0,1,1,2038
pn,2,0,1,1,,2039
pn,2,1,0,0,2040
pn,2,1,0,0-a,2041
pn,2,1,0,1,2042
pn,2,1,0,1,,2043
pn,2,1,1,0,0,2044
pn,2,1,1,0-a,2045
pn,2,1,1,1,2046
pn,2,1,1,1,,2047
pn,2,2,0,0,2048
pn,2,2,0,0-a,2049
pn,2,2,0,1,2050
pn,2,2,0,1,,2051
pn,2,2,1,0,0,2052
pn,2,2,1,0-a,2053
pn,2,2,1,1,2054
pn,2,2,1,1,,2055
pn,2,3,0,0,2056
pn,2,3,0,0-a,2057
pn,2,3,0,1,2058
pn,2,3,0,1,,2059
pn,2,3,1,0,0,2060
pn,2,3,1,0-a,2061
pn,2,3,1,1,2062
pn,2,3,1,1,,2063
pn,4,0,0,0,2064
pn,4,0,0,0-a,2065
pn,4,0,0,1,2066
pn,4,0,0,1,,2067
pn,4,0,1,0,0,2068
pn,4,0,1,0-a,2069
pn,4,0,1,1,2070
pn,4,0,1,1,,2071
pn,4,1,0,0,2072
pn,4,1,0,0-a,2073
pn,4,1,0,1,2074
pn,4,1,0,1,,2075
pn,4,1,1,0,0,2076
pn,4,1,1,0-a,2077
pn,4,1,1,1,2078
pn,4,1,1,1,,2079
pn,4,2,0,0,2080
pn,4,2,0,0-a,2081
pn,4,2,0,1,2082
pn,4,2,0,1,,2083
pn,4,2,1,0,0,2084
pn,4,2,1,0-a,2085
pn,4,2,1,1,2086
pn,4,2,1,1,,2087
pn,4,3,0,0,2088
pn,4,3,0,0-a,2089
pn,4,3,0,1,2090
pn,4,3,0,1,,2091
pn,4,3,1,0,0,2092
pn,4,3,1,0-a,2093
pn,4,3,1,1,2094
pn,4,3,1,1,,2095
t,0,0,0,0,2096
t,0,0,0,0-a,2097
t,0,0,0,1,2098
t,0,0,0,1,,2099
t,0,0,1,0,0,2100
t,0,0,1,0-a,2101
t,0,0,1,1,2102
t,0,0,1,1,,2103
t,0,1,0,0,2104
t,0,1,0,0-a,2105
t,0,1,0,1,2106
t,0,1,0,1,,2107
t,0,1,1,0,0,2108
t,0,1,1,0-a,2109
t,0,1,1,1,2110
t,0,1,1,1,,2111
t,0,2,0,0,2112
t,0,2,0,0-a,2113
t,0,2,0,1,2114
t,0,2,0,1,,2115
t,0,2,1,0,0,2116
t,0,2,1,0-a,2117
t,0,2,1,1,2118
t,0,2,1,1,,2119
t,0,3,0,0,2120
t,0,3,0,0-a,2121
t,0,3,0,1,2122
t,0,3,0,1,,2123
t,0,3,1,0,0,2124
t,0,3,1,0-a,2125
t,0,3,1,1,2126
t,0,3,1,1,,2127
#!/bin/bash
pn,0,0,0,3000
pn,0,0,0-a,3001
pn,0,0,1,3002
pn,0,0,1,,3003
pn,0,1,0,0,3004
pn,0,1,0-a,3005
pn,0,1,1,3006
pn,0,1,1,,3007
pn,1,0,0,3008
pn,1,0,0-a,3009
pn,1,0,1,3010
pn,1,0,1,,3011
pn,1,1,0,0,3012
pn,1,1,0-a,3013
pn,1,1,1,3014
pn,1,1,1,,3015
pn,2,0,0,3016
pn,2,0,0-a,3017
pn,2,0,1,3018
pn,2,0,1,,3019
pn,2,1,0,0,3020
pn,2,1,0-a,3021
pn,2,1,1,3022
pn,2,1,1,,3023
pn,3,0,0,3024
pn,3,0,0-a,3025
pn,3,0,1,3026
pn,3,0,1,,3027
pn,3,1,0,0,3028
pn,3,1,0-a,3029
pn,3,1,1,3030
pn,3,1,1,,3031
pn,1,0,0,0,3032
pn,1,0,0,0-a,3033
pn,1,0,0,1,3034
pn,1,0,0,1,,3035
pn,1,0,1,0,0,3036
pn,1,0,1,0-a,3037
pn,1,0,1,1,3038
pn,1,0,1,1,,3039
pn,1,1,0,0,3040
pn,1,1,0,0-a,3041
pn,1,1,0,1,3042
pn,1,1,0,1,,3043
pn,1,1,1,0,0,3044
pn,1,1,1,0-a,3045
pn,1,1,1,1,3046
pn,1,1,1,1,,3047
pn,1,2,0,0,3048
pn,1,2,0,0-a,3049
pn,1,2,0,1,3050
pn,1,2,0,1,,3051
pn,1,2,1,0,0,3052
pn,1,2,1,0-a,3053
pn,1,2,1,1,3054
pn,1,2,1,1,,3055
pn,1,3,0,0,3056
pn,1,3,0,0-a,3057
pn,1,3,0,1,3058
pn,1,3,0,1,,3059
pn,1,3,1,0,0,3060
pn,1,3,1,0-a,3061
pn,1,3,1,1,3062
pn,1,3,1,1,,3063
pn,4,0,0,0,3064
pn,4,0,0,0-a,3065
pn,4,0,0,1,3066
pn,4,0,0,1,,3067
pn,4,0,1,0,0,3068
pn,4,0,1,0-a,3069
pn,4,0,1,1,3070
pn,4,0,1,1,,3071
pn,4,1,0,0,3072
pn,4,1,0,0-a,3073
pn,4,1,0,1,3074
pn,4,1,0,1,,3075
pn,4,1,1,0,0,3076
pn,4,1,1,0-a,3077
pn,4,1,1,1,3078
pn,4,1,1,1,,3079
pn,4,2,0,0,3080
pn,4,2,0,0-a,3081
pn,4,2,0,1,3082
pn,4,2,0,1,,3083
pn,4,2,1,0,0,3084
pn,4,2,1,0-a,3085
pn,4,2,1,1,3086
pn,4,2,1,1,,3087
pn,4,3,0,0,3088
pn,4,3,0,0-a,3089
pn,4,3,0,1,3090
pn,4,3,0,1,,3091
pn,4,3,1,0,0,3092
pn,4,3,1,0-a,3093
pn,4,3,1,1,3094
pn,4,3,1,1,,3095
t,0,0,0,0,3096
t,0,0,0,0-a,3097
t,0,0,0,1,3098
t,0,0,0,1,,3099
t,0,0,1,0,0,3100
t,0,0,1,0-a,3101
t,0,0,1,1,3102
t,0,0,1,1,,3103
t,0,1,0,0,3104
t,0,1,0,0-a,3105
t,0,1,0,1,3106
t,0,1,0,1,,3107
t,0,1,1,0,0,3108
t,0,1,1,0-a,3109
t,0,1,1,1,3110
t,0,1,1,1,,3111
t,0,2,0,0,3112
t,0,2,0,0-a,3113
t,0,2,0,1,3114
t,0,2,0,1,,3115
t,0,2,1,0,0,3116
t,0,2,1,0-a,3117
t,0,2,1,1,3118
t,0,2,1,1,,3119
t,0,3,0,0,3120
t,0,3,0,0-a,3121
t,0,3,0,1,3122
t,0,3,0,1,,3123
t,0,3,1,0,0,3124
t,0,3,1,0-a,3125
t,0,3,1,1,3126
t,0,3,1,1,,3127
#!/bin/bash
pn,0,0,0,4000
pn,0,0,0-a,4001
pn,0,0,1,4002
pn,0,0,1,,4003
pn,0,1,0,0,4004
pn,0,1,0-a,4005
pn,0,1,1,4006
pn,0,1,1,,4007
pn,1,0,0,4008
pn,1,0,0-a,4009
pn,1,0,1,4010
pn,1,0,1,,4011
pn,1,1,0,0,4012
pn,1,1,0-a,4013
pn,1,1,1,4014
pn,1,1,1,,4015
pn,2,0,0,4016
pn,2,0,0-a,4017
pn,2,0,1,4018
pn,2,0,1,,4019
pn,2,1,0,0,4020
pn,2,1,0-a,4021
pn,2,1,1,4022
pn,2,1,1,,4023
pn,3,0,0,4024
pn,3,0,0-a,4025
pn,3,0,1,4026
pn,3,0,1,,4027
pn,3,1,0,0,4028
pn,3,1,0-a,4029
pn,3,1,1,4030
pn,3,1,1,,4031
pn,1,0,0,0,4032
pn,1,0,0,0-a,4033
pn,1,0,0,1,4034
pn,1,0,0,1,,4035
pn,1,0,1,0,0,4036
pn,1,0,1,0-a,4037
pn,1,0,1,1,4038
pn,1,0,1,1,,4039
pn,1,1,0,0,4040
pn,1,1,0,0-a,4041
pn,1,1,0,1,4042
pn,1,1,0,1,,4043
pn,1,1,1,0,0,4044
pn,1,1,1,0-a,4045
pn,1,1,1,1,4046
pn,1,1,1,1,,4047
pn,1,2,0,0,4048
pn,1,2,0,0-a,4049
pn,1,2,0,1,4050
pn,1,2,0,1,,4051
pn,1,2,1,0,0,4052
pn,1,2,1,0-a,4053
pn,1,2,1,1,4054
pn,1,2,1,1,,4055
pn,1,3,0,0,4056
pn,1,3,0,0-a,4057
pn,1,3,0,1,4058
pn,1,3,0,1,,4059
pn,1,3,1,0,0,4060
pn,1,3,1,0-a,4061
pn,1,3,1,1,4062
pn,1,3,1,1,,4063
pn,2,0,0,0,4064
pn,2,0,0,0-a,4065
pn,2,0,0,1,4066
pn,2,0,0,1,,4067
pn,2,0,1,0,0,4068
pn,2,0,1,0-a,4069
pn,2,0,1,1,4070
pn,2,0,1,1,,4071
pn,2,1,0,0,4072
pn,2,1,0,0-a,4073
pn,2,1,0,1,4074
pn,2,1,0,1,,4075
pn,2,1,1,0,0,4076
pn,2,1,1,0-a,4077
pn,2,1,1,1,4078
pn,2,1,1,1,,4079
pn,2,2,0,0,4080
pn,2,2,0,0-a,4081
pn,2,2,0,1,4082
pn,2,2,0,1,,4083
pn,2,2,1,0,0,4084
pn,2,2,1,0-a,4085
pn,2,2,1,1,4086
pn,2,2,1,1,,4087
pn,2,3,0,0,4088
pn,2,3,0,0-a,4089
pn,2,3,0,1,4090
pn,2,3,0,1,,4091
pn,2,3,1,0,0,4092
pn,2,3,1,0-a,4093
pn,2,3,1,1,4094
pn,2,3,1,1,,4095
t,0,0,0,0,4096
t,0,0,0,0-a,4097
t,0,0,0,1,4098
t,0,0,0,1,,4099
t,0,0,1,0,0,4100
t,0,0,1,0-a,4101
t,0,0,1,1,4102
t,0,0,1,1,,4103
t,0,1,0,0,4104
t,0,1,0,0-a,4105
t,0,1,0,1,4106
t,0,1,0,1,,4107
t,0,1,1,0,0,4108
t,0,1,1,0-a,4109
t,0,1,1,1,4110
t,0,1,1,1,,4111
t,0,2,0,0,4112
t,0,2,0,0-a,4113
t,0,2,0,1,4114
t,0,2,0,1,,4115
t,0,2,1,0,0,4116
t,0,2,1,0-a,4117
t,0,2,1,1,4118
t,0,2,1,1,,4119
t,0,3,0,0,4120
t,0,3,0,0-a,4121
t,0,3,0,1,4122
t,0,3,0,1,,4123
t,0,3,1,0,0,4124
t,0,3,1,0-a,4125
t,0,3,1,1,4126
t,0,3,1,1,,4127
